"week","Loser","Winner","Wk","Date","Day","pts_w","pts_l","w_rank_coaches","w_rank_ap","l_rank_coaches","l_rank_ap","coach","ap"
2016-10-16,"fresno state","utah state","9",2016-10-22,"Sat","38","20",NA,NA,NA,NA,NA,NA
2016-10-16,"houston","southern methodist","9",2016-10-22,"Sat","38","16",NA,NA,11,11,0,0
2016-10-16,"idaho","appalachian state","9",2016-10-22,"Sat","37","19",NA,NA,NA,NA,NA,NA
2016-10-16,"illinois","michigan","9",2016-10-22,"Sat","41","8",4,3,NA,NA,1,1
2016-10-16,"indiana","northwestern","9",2016-10-22,"Sat","24","14",NA,NA,NA,NA,NA,NA
2016-10-16,"iowa","wisconsin","9",2016-10-22,"Sat","17","9",10,10,NA,NA,1,1
2016-10-16,"kansas","oklahoma state","9",2016-10-22,"Sat","44","20",NA,NA,NA,NA,NA,NA
2016-10-16,"kent state","ohio","9",2016-10-22,"Sat","14","10",NA,NA,NA,NA,NA,NA
2016-10-16,"louisiana-monroe","new mexico","9",2016-10-22,"Sat","59","17",NA,NA,NA,NA,NA,NA
2016-10-16,"marshall","charlotte","9",2016-10-22,"Sat","27","24",NA,NA,NA,NA,NA,NA
2016-10-16,"massachusetts","south carolina","9",2016-10-22,"Sat","34","28",NA,NA,NA,NA,NA,NA
2016-10-16,"memphis","navy","9",2016-10-22,"Sat","42","28",25,24,NA,NA,1,1
2016-10-16,"miami (fl)","virginia tech","9",2016-10-20,"Thu","37","16",NA,NA,NA,NA,NA,NA
2016-10-16,"michigan state","maryland","9",2016-10-22,"Sat","28","17",NA,NA,NA,NA,NA,NA
2016-10-16,"mississippi","louisiana state","9",2016-10-22,"Sat","38","21",23,25,22,23,0,0
2016-10-16,"mississippi state","kentucky","9",2016-10-22,"Sat","40","38",NA,NA,NA,NA,NA,NA
2016-10-16,"missouri","middle tennessee state","9",2016-10-22,"Sat","51","45",NA,NA,NA,NA,NA,NA
2016-10-16,"nevada","wyoming","9",2016-10-22,"Sat","42","34",NA,NA,NA,NA,NA,NA
2016-10-16,"nevada-las vegas","colorado state","9",2016-10-22,"Sat","42","23",NA,NA,NA,NA,NA,NA
2016-10-16,"new mexico state","georgia southern","9",2016-10-22,"Sat","22","19",NA,NA,NA,NA,NA,NA
2016-10-16,"north carolina state","louisville","9",2016-10-22,"Sat","54","13",7,7,NA,NA,1,1
2016-10-16,"ohio state","penn state","9",2016-10-22,"Sat","24","21",NA,NA,2,2,0,0
2016-10-16,"old dominion","western kentucky","9",2016-10-22,"Sat","59","24",NA,NA,NA,NA,NA,NA
2016-10-16,"oregon","california","9",2016-10-21,"Fri","52","49",NA,NA,NA,NA,NA,NA
2016-10-16,"oregon state","washington","9",2016-10-22,"Sat","41","17",5,5,NA,NA,1,1
2016-10-16,"prairie view a&m","rice","9",2016-10-22,"Sat","65","44",NA,NA,NA,NA,NA,NA
2016-10-16,"purdue","nebraska","9",2016-10-22,"Sat","27","14",9,8,NA,NA,1,1
2016-10-16,"rutgers","minnesota","9",2016-10-22,"Sat","34","32",NA,NA,NA,NA,NA,NA
2016-10-16,"san jose state","san diego state","9",2016-10-21,"Fri","42","3",NA,NA,NA,NA,NA,NA
2016-10-16,"south alabama","troy","9",2016-10-20,"Thu","28","21",NA,NA,NA,NA,NA,NA
2016-10-16,"south florida","temple","9",2016-10-21,"Fri","46","30",NA,NA,NA,NA,NA,NA
2016-10-16,"stanford","colorado","9",2016-10-22,"Sat","10","5",NA,NA,NA,NA,NA,NA
2016-10-16,"tennessee state","vanderbilt","9",2016-10-22,"Sat","35","17",NA,NA,NA,NA,NA,NA
2016-10-16,"tennessee-martin","georgia state","9",2016-10-22,"Sat","31","6",NA,NA,NA,NA,NA,NA
2016-10-16,"texas","kansas state","9",2016-10-22,"Sat","24","21",NA,NA,NA,NA,NA,NA
2016-10-16,"texas a&m","alabama","9",2016-10-22,"Sat","33","14",1,1,6,6,1,1
2016-10-16,"texas christian","west virginia","9",2016-10-22,"Sat","34","10",13,12,NA,NA,1,1
2016-10-16,"texas state","louisiana","9",2016-10-22,"Sat","27","3",NA,NA,NA,NA,NA,NA
2016-10-16,"texas tech","oklahoma","9",2016-10-22,"Sat","66","59",16,16,NA,NA,1,1
2016-10-16,"texas-san antonio","texas-el paso","9",2016-10-22,"Sat","52","49",NA,NA,NA,NA,NA,NA
2016-10-16,"tulane","tulsa","9",2016-10-22,"Sat","50","27",NA,NA,NA,NA,NA,NA
2016-10-16,"ucla","utah","9",2016-10-22,"Sat","52","45",18,19,NA,NA,1,1
2016-10-16,"virginia","north carolina","9",2016-10-22,"Sat","35","14",21,22,NA,NA,1,1
2016-10-23,"akron","buffalo","10",2016-10-27,"Thu","41","20",NA,NA,NA,NA,NA,NA
2016-10-23,"arizona","stanford","10",2016-10-29,"Sat","34","10",NA,NA,NA,NA,NA,NA
2016-10-23,"arizona state","oregon","10",2016-10-29,"Sat","54","35",NA,NA,NA,NA,NA,NA
2016-10-23,"baylor","texas","10",2016-10-29,"Sat","35","34",NA,NA,6,8,0,0
2016-10-23,"boise state","wyoming","10",2016-10-29,"Sat","30","28",NA,NA,13,13,0,0
2016-10-23,"california","southern california","10",2016-10-27,"Thu","45","24",NA,NA,NA,NA,NA,NA
2016-10-23,"central florida","houston","10",2016-10-29,"Sat","31","24",24,NA,NA,NA,1,NA
2016-10-23,"central michigan","kent state","10",2016-10-29,"Sat","27","24",NA,NA,NA,NA,NA,NA
2016-10-23,"cincinnati","temple","10",2016-10-29,"Sat","34","13",NA,NA,NA,NA,NA,NA
2016-10-23,"connecticut","east carolina","10",2016-10-29,"Sat","41","3",NA,NA,NA,NA,NA,NA
2016-10-23,"duke","georgia tech","10",2016-10-29,"Sat","38","35",NA,NA,NA,NA,NA,NA
2016-10-23,"eastern michigan","miami (oh)","10",2016-10-29,"Sat","28","15",NA,NA,NA,NA,NA,NA
2016-10-23,"florida atlantic","western kentucky","10",2016-10-29,"Sat","52","3",NA,NA,NA,NA,NA,NA
2016-10-23,"florida international","middle tennessee state","10",2016-10-29,"Sat","42","35",NA,NA,NA,NA,NA,NA
2016-10-23,"florida state","clemson","10",2016-10-29,"Sat","37","34",3,3,14,12,1,1
2016-10-23,"fresno state","air force","10",2016-10-28,"Fri","31","21",NA,NA,NA,NA,NA,NA
2016-10-23,"georgia","florida","10",2016-10-29,"Sat","24","10",12,14,NA,NA,1,1
2016-10-23,"georgia southern","appalachian state","10",2016-10-27,"Thu","34","10",NA,NA,NA,NA,NA,NA
2016-10-23,"georgia state","south alabama","10",2016-10-29,"Sat","13","10",NA,NA,NA,NA,NA,NA
2016-10-23,"hawaii","new mexico","10",2016-10-29,"Sat","28","21",NA,NA,NA,NA,NA,NA
2016-10-23,"illinois","minnesota","10",2016-10-29,"Sat","40","17",NA,NA,NA,NA,NA,NA
2016-10-23,"iowa state","kansas state","10",2016-10-29,"Sat","31","26",NA,NA,NA,NA,NA,NA
2016-10-23,"kansas","oklahoma","10",2016-10-29,"Sat","56","3",15,16,NA,NA,1,1
2016-10-23,"louisiana-monroe","arkansas state","10",2016-10-29,"Sat","51","10",NA,NA,NA,NA,NA,NA
2016-10-23,"marshall","southern mississippi","10",2016-10-29,"Sat","24","14",NA,NA,NA,NA,NA,NA
2016-10-23,"maryland","indiana","10",2016-10-29,"Sat","42","36",NA,NA,NA,NA,NA,NA
2016-10-23,"memphis","tulsa","10",2016-10-29,"Sat","59","30",NA,NA,NA,NA,NA,NA
2016-10-23,"miami (fl)","notre dame","10",2016-10-29,"Sat","30","27",NA,NA,NA,NA,NA,NA
2016-10-23,"michigan state","michigan","10",2016-10-29,"Sat","32","23",2,2,NA,NA,1,1
2016-10-23,"mississippi","auburn","10",2016-10-29,"Sat","40","29",17,15,NA,NA,1,1
2016-10-23,"missouri","kentucky","10",2016-10-29,"Sat","35","21",NA,NA,NA,NA,NA,NA
2016-10-23,"navy","south florida","10",2016-10-28,"Fri","52","45",NA,NA,22,22,0,0
2016-10-23,"nebraska","wisconsin","10",2016-10-29,"Sat","23","17",11,11,6,7,0,0
2016-10-23,"nevada-las vegas","san jose state","10",2016-10-29,"Sat","30","24",NA,NA,NA,NA,NA,NA
2016-10-23,"new mexico state","texas a&m","10",2016-10-29,"Sat","52","10",10,9,NA,NA,1,1
2016-10-23,"north carolina state","boston college","10",2016-10-29,"Sat","21","14",NA,NA,NA,NA,NA,NA
2016-10-23,"north texas","texas-san antonio","10",2016-10-29,"Sat","31","17",NA,NA,NA,NA,NA,NA
2016-10-23,"northwestern","ohio state","10",2016-10-29,"Sat","24","20",8,6,NA,NA,1,1
2016-10-23,"oregon state","washington state","10",2016-10-29,"Sat","35","31",NA,NA,NA,NA,NA,NA
2016-10-23,"pittsburgh","virginia tech","10",2016-10-27,"Thu","39","36",25,25,NA,NA,1,1
2016-10-23,"purdue","penn state","10",2016-10-29,"Sat","62","24",NA,24,NA,NA,NA,1
2016-10-23,"rice","louisiana tech","10",2016-10-29,"Sat","61","16",NA,NA,NA,NA,NA,NA
2016-10-23,"samford","mississippi state","10",2016-10-29,"Sat","56","41",NA,NA,NA,NA,NA,NA
2016-10-23,"tennessee","south carolina","10",2016-10-29,"Sat","24","21",NA,NA,18,18,0,0
2016-10-23,"texas christian","texas tech","10",2016-10-29,"Sat","27","24",NA,NA,NA,NA,NA,NA
2016-10-23,"texas-el paso","old dominion","10",2016-10-29,"Sat","31","21",NA,NA,NA,NA,NA,NA
2016-10-23,"toledo","ohio","10",2016-10-27,"Thu","31","26",NA,NA,NA,NA,NA,NA
2016-10-23,"tulane","southern methodist","10",2016-10-29,"Sat","35","31",NA,NA,NA,NA,NA,NA
2016-10-23,"utah","washington","10",2016-10-29,"Sat","31","24",4,4,16,17,1,1
2016-10-23,"utah state","san diego state","10",2016-10-28,"Fri","40","13",NA,NA,NA,NA,NA,NA
2016-10-23,"virginia","louisville","10",2016-10-29,"Sat","32","25",5,5,NA,NA,1,1
2016-10-23,"wagner","massachusetts","10",2016-10-29,"Sat","34","10",NA,NA,NA,NA,NA,NA
2016-10-23,"wake forest","army","10",2016-10-29,"Sat","21","13",NA,NA,NA,NA,NA,NA
2016-10-23,"west virginia","oklahoma state","10",2016-10-29,"Sat","37","20",NA,NA,9,10,0,0
2016-10-30,"akron","toledo","11",2016-11-02,"Wed","48","17",NA,NA,NA,NA,NA,NA
2016-10-30,"arizona","washington state","11",2016-11-05,"Sat","69","7",25,25,NA,NA,1,1
2016-10-30,"army","air force","11",2016-11-05,"Sat","31","12",NA,NA,NA,NA,NA,NA
2016-10-30,"ball state","western michigan","11",2016-11-01,"Tue","52","20",18,17,NA,NA,1,1
2016-10-30,"baylor","texas christian","11",2016-11-05,"Sat","62","22",NA,NA,13,13,0,0
2016-10-30,"boston college","louisville","11",2016-11-05,"Sat","52","7",5,5,NA,NA,1,1
2016-10-30,"bowling green state","northern illinois","11",2016-11-01,"Tue","45","20",NA,NA,NA,NA,NA,NA
2016-10-30,"buffalo","ohio","11",2016-11-03,"Thu","34","10",NA,NA,NA,NA,NA,NA
2016-10-30,"california","washington","11",2016-11-05,"Sat","66","27",4,4,NA,NA,1,1
2016-10-30,"central michigan","miami (oh)","11",2016-11-04,"Fri","37","17",NA,NA,NA,NA,NA,NA
2016-10-30,"cincinnati","brigham young","11",2016-11-05,"Sat","20","3",NA,NA,NA,NA,NA,NA
2016-10-30,"connecticut","temple","11",2016-11-04,"Fri","21","0",NA,NA,NA,NA,NA,NA
2016-10-30,"duke","virginia tech","11",2016-11-05,"Sat","24","21",21,23,NA,NA,1,1
2016-10-30,"east carolina","tulsa","11",2016-11-05,"Sat","45","24",NA,NA,NA,NA,NA,NA
2016-10-30,"florida","arkansas","11",2016-11-05,"Sat","31","10",NA,NA,9,10,0,0
2016-10-30,"florida international","western kentucky","11",2016-11-05,"Sat","49","21",NA,NA,NA,NA,NA,NA
2016-10-30,"fresno state","colorado state","11",2016-11-05,"Sat","37","0",NA,NA,NA,NA,NA,NA
2016-10-30,"georgia southern","mississippi","11",2016-11-05,"Sat","37","27",NA,NA,NA,NA,NA,NA
2016-10-30,"georgia state","arkansas state","11",2016-11-03,"Thu","31","16",NA,NA,NA,NA,NA,NA
2016-10-30,"georgia tech","north carolina","11",2016-11-05,"Sat","48","20",17,18,NA,NA,1,1
2016-10-30,"hawaii","san diego state","11",2016-11-05,"Sat","55","0",NA,NA,NA,NA,NA,NA
2016-10-30,"houston baptist","texas-el paso","11",2016-11-05,"Sat","42","10",NA,NA,NA,NA,NA,NA
2016-10-30,"iowa","penn state","11",2016-11-05,"Sat","41","14",23,20,NA,NA,1,1
2016-10-30,"iowa state","oklahoma","11",2016-11-03,"Thu","34","24",11,12,NA,NA,1,1
2016-10-30,"kansas","west virginia","11",2016-11-05,"Sat","48","21",15,14,NA,NA,1,1
2016-10-30,"kansas state","oklahoma state","11",2016-11-05,"Sat","43","37",22,22,NA,NA,1,1
2016-10-30,"kentucky","georgia","11",2016-11-05,"Sat","27","24",NA,NA,NA,NA,NA,NA
2016-10-30,"louisiana","idaho","11",2016-11-05,"Sat","23","13",NA,NA,NA,NA,NA,NA
2016-10-30,"louisiana state","alabama","11",2016-11-05,"Sat","10","0",1,1,14,15,1,1
2016-10-30,"marshall","old dominion","11",2016-11-05,"Sat","38","14",NA,NA,NA,NA,NA,NA
2016-10-30,"maryland","michigan","11",2016-11-05,"Sat","59","3",2,2,NA,NA,1,1
2016-10-30,"massachusetts","troy","11",2016-11-05,"Sat","52","31",NA,NA,NA,NA,NA,NA
2016-10-30,"michigan state","illinois","11",2016-11-05,"Sat","31","27",NA,NA,NA,NA,NA,NA
2016-10-30,"middle tennessee state","texas-san antonio","11",2016-11-05,"Sat","45","25",NA,NA,NA,NA,NA,NA
2016-10-30,"missouri","south carolina","11",2016-11-05,"Sat","31","21",NA,NA,NA,NA,NA,NA
2016-10-30,"nebraska","ohio state","11",2016-11-05,"Sat","62","3",6,6,10,9,1,1
2016-10-30,"nevada","new mexico","11",2016-11-05,"Sat","35","26",NA,NA,NA,NA,NA,NA
2016-10-30,"north carolina state","florida state","11",2016-11-05,"Sat","24","20",19,19,NA,NA,1,1
2016-10-30,"north texas","louisiana tech","11",2016-11-05,"Sat","45","24",NA,NA,NA,NA,NA,NA
2016-10-30,"northwestern","wisconsin","11",2016-11-05,"Sat","21","7",8,8,NA,NA,1,1
2016-10-30,"notre dame","navy","11",2016-11-05,"Sat","28","27",NA,NA,NA,NA,NA,NA
2016-10-30,"oregon","southern california","11",2016-11-05,"Sat","45","20",NA,NA,NA,NA,NA,NA
2016-10-30,"oregon state","stanford","11",2016-11-05,"Sat","26","15",NA,NA,NA,NA,NA,NA
2016-10-30,"pittsburgh","miami (fl)","11",2016-11-05,"Sat","51","28",NA,NA,NA,NA,NA,NA
2016-10-30,"purdue","minnesota","11",2016-11-05,"Sat","44","31",NA,NA,NA,NA,NA,NA
2016-10-30,"rice","florida atlantic","11",2016-11-05,"Sat","42","25",NA,NA,NA,NA,NA,NA
2016-10-30,"rutgers","indiana","11",2016-11-05,"Sat","33","27",NA,NA,NA,NA,NA,NA
2016-10-30,"san jose state","boise state","11",2016-11-04,"Fri","45","31",24,24,NA,NA,1,1
2016-10-30,"south alabama","louisiana-monroe","11",2016-11-05,"Sat","42","35",NA,NA,NA,NA,NA,NA
2016-10-30,"southern methodist","memphis","11",2016-11-05,"Sat","51","7",NA,NA,NA,NA,NA,NA
2016-10-30,"southern mississippi","charlotte","11",2016-11-05,"Sat","38","27",NA,NA,NA,NA,NA,NA
2016-10-30,"syracuse","clemson","11",2016-11-05,"Sat","54","0",3,3,NA,NA,1,1
2016-10-30,"tennessee tech","tennessee","11",2016-11-05,"Sat","55","0",NA,NA,NA,NA,NA,NA
2016-10-30,"texas a&m","mississippi state","11",2016-11-05,"Sat","35","28",NA,NA,7,7,0,0
2016-10-30,"texas state","appalachian state","11",2016-11-05,"Sat","35","10",NA,NA,NA,NA,NA,NA
2016-10-30,"texas tech","texas","11",2016-11-05,"Sat","45","37",NA,NA,NA,NA,NA,NA
2016-10-30,"tulane","central florida","11",2016-11-05,"Sat","37","6",NA,NA,NA,NA,NA,NA
2016-10-30,"ucla","colorado","11",2016-11-03,"Thu","20","10",20,21,NA,NA,1,1
2016-10-30,"utah state","wyoming","11",2016-11-05,"Sat","52","28",NA,NA,NA,NA,NA,NA
2016-10-30,"vanderbilt","auburn","11",2016-11-05,"Sat","23","16",12,11,NA,NA,1,1
2016-10-30,"virginia","wake forest","11",2016-11-05,"Sat","27","20",NA,NA,NA,NA,NA,NA
2016-11-06,"akron","bowling green state","12",2016-11-09,"Wed","38","28",NA,NA,NA,NA,NA,NA
2016-11-06,"appalachian state","troy","12",2016-11-12,"Sat","28","24",NA,NA,NA,NA,NA,NA
2016-11-06,"arizona","colorado","12",2016-11-12,"Sat","49","24",15,16,NA,NA,1,1
2016-11-06,"arizona state","utah","12",2016-11-10,"Thu","49","26",12,13,NA,NA,1,1
2016-11-06,"arkansas","louisiana state","12",2016-11-12,"Sat","38","10",19,19,NA,NA,1,1
2016-11-06,"army","notre dame","12",2016-11-12,"Sat","44","6",NA,NA,NA,NA,NA,NA
2016-11-06,"auburn","georgia","12",2016-11-12,"Sat","13","7",NA,NA,8,8,0,0
2016-11-06,"ball state","eastern michigan","12",2016-11-08,"Tue","48","41",NA,NA,NA,NA,NA,NA
2016-11-06,"baylor","oklahoma","12",2016-11-12,"Sat","45","24",9,9,25,25,1,1
2016-11-06,"boston college","florida state","12",2016-11-11,"Fri","45","7",18,20,NA,NA,1,1
2016-11-06,"buffalo","miami (oh)","12",2016-11-12,"Sat","35","24",NA,NA,NA,NA,NA,NA
2016-11-06,"california","washington state","12",2016-11-12,"Sat","56","21",23,23,NA,NA,1,1
2016-11-06,"charlotte","rice","12",2016-11-12,"Sat","22","21",NA,NA,NA,NA,NA,NA
2016-11-06,"cincinnati","central florida","12",2016-11-12,"Sat","24","3",NA,NA,NA,NA,NA,NA
2016-11-06,"clemson","pittsburgh","12",2016-11-12,"Sat","43","42",NA,NA,2,3,0,0
2016-11-06,"colorado state","air force","12",2016-11-12,"Sat","49","46",NA,NA,NA,NA,NA,NA
2016-11-06,"east carolina","southern methodist","12",2016-11-12,"Sat","55","31",NA,NA,NA,NA,NA,NA
2016-11-06,"georgia southern","louisiana","12",2016-11-10,"Thu","33","26",NA,NA,NA,NA,NA,NA
2016-11-06,"georgia state","louisiana-monroe","12",2016-11-12,"Sat","37","23",NA,NA,NA,NA,NA,NA
2016-11-06,"hawaii","boise state","12",2016-11-12,"Sat","52","16",24,24,NA,NA,1,1
2016-11-06,"illinois","wisconsin","12",2016-11-12,"Sat","48","3",7,7,NA,NA,1,1
2016-11-06,"indiana","penn state","12",2016-11-12,"Sat","45","31",14,12,NA,NA,1,1
2016-11-06,"kansas","iowa state","12",2016-11-12,"Sat","31","24",NA,NA,NA,NA,NA,NA
2016-11-06,"kent state","western michigan","12",2016-11-08,"Tue","37","21",21,14,NA,NA,1,1
2016-11-06,"kentucky","tennessee","12",2016-11-12,"Sat","49","36",NA,NA,NA,NA,NA,NA
2016-11-06,"maryland","ohio state","12",2016-11-12,"Sat","62","3",5,6,NA,NA,1,1
2016-11-06,"memphis","south florida","12",2016-11-12,"Sat","49","42",NA,NA,NA,NA,NA,NA
2016-11-06,"michigan","iowa","12",2016-11-12,"Sat","14","13",NA,NA,3,2,0,0
2016-11-06,"middle tennessee state","marshall","12",2016-11-12,"Sat","42","17",NA,NA,NA,NA,NA,NA
2016-11-06,"minnesota","nebraska","12",2016-11-12,"Sat","24","17",20,21,NA,NA,1,1
2016-11-06,"mississippi state","alabama","12",2016-11-12,"Sat","51","3",1,1,NA,NA,1,1
2016-11-06,"nevada","san diego state","12",2016-11-12,"Sat","46","16",NA,NA,NA,NA,NA,NA
2016-11-06,"new mexico state","arkansas state","12",2016-11-12,"Sat","41","22",NA,NA,NA,NA,NA,NA
2016-11-06,"north carolina","duke","12",2016-11-10,"Thu","28","27",NA,NA,13,15,0,0
2016-11-06,"north texas","western kentucky","12",2016-11-12,"Sat","45","7",NA,NA,NA,NA,NA,NA
2016-11-06,"northern illinois","toledo","12",2016-11-09,"Wed","31","24",NA,NA,NA,NA,NA,NA
2016-11-06,"oregon","stanford","12",2016-11-12,"Sat","52","27",NA,NA,NA,NA,NA,NA
2016-11-06,"oregon state","ucla","12",2016-11-12,"Sat","38","24",NA,NA,NA,NA,NA,NA
2016-11-06,"purdue","northwestern","12",2016-11-12,"Sat","45","17",NA,NA,NA,NA,NA,NA
2016-11-06,"rutgers","michigan state","12",2016-11-12,"Sat","49","0",NA,NA,NA,NA,NA,NA
2016-11-06,"south carolina","florida","12",2016-11-12,"Sat","20","7",16,22,NA,NA,1,1
2016-11-06,"southern mississippi","old dominion","12",2016-11-12,"Sat","51","35",NA,NA,NA,NA,NA,NA
2016-11-06,"southern utah","brigham young","12",2016-11-12,"Sat","37","7",NA,NA,NA,NA,NA,NA
2016-11-06,"syracuse","north carolina state","12",2016-11-12,"Sat","35","20",NA,NA,NA,NA,NA,NA
2016-11-06,"texas","west virginia","12",2016-11-12,"Sat","24","20",10,11,NA,NA,1,1
2016-11-06,"texas a&m","mississippi","12",2016-11-12,"Sat","29","28",NA,NA,11,10,0,0
2016-11-06,"texas state","idaho","12",2016-11-12,"Sat","47","14",NA,NA,NA,NA,NA,NA
2016-11-06,"texas tech","oklahoma state","12",2016-11-12,"Sat","45","44",17,17,NA,NA,1,1
2016-11-06,"texas-el paso","florida atlantic","12",2016-11-12,"Sat","35","31",NA,NA,NA,NA,NA,NA
2016-11-06,"texas-san antonio","louisiana tech","12",2016-11-12,"Sat","63","35",NA,NA,NA,NA,NA,NA
2016-11-06,"tulane","houston","12",2016-11-12,"Sat","30","18",NA,NA,NA,NA,NA,NA
2016-11-06,"tulsa","navy","12",2016-11-12,"Sat","42","40",NA,NA,NA,NA,NA,NA
2016-11-06,"utah state","new mexico","12",2016-11-12,"Sat","24","21",NA,NA,NA,NA,NA,NA
2016-11-06,"vanderbilt","missouri","12",2016-11-12,"Sat","26","17",NA,NA,NA,NA,NA,NA
2016-11-06,"virginia","miami (fl)","12",2016-11-12,"Sat","34","14",NA,NA,NA,NA,NA,NA
2016-11-06,"virginia tech","georgia tech","12",2016-11-12,"Sat","30","20",NA,NA,22,18,0,0
2016-11-06,"wake forest","louisville","12",2016-11-12,"Sat","44","12",6,5,NA,NA,1,1
2016-11-06,"washington","southern california","12",2016-11-12,"Sat","26","13",NA,NA,4,4,0,0
2016-11-06,"wyoming","nevada-las vegas","12",2016-11-12,"Sat","69","66",NA,NA,NA,NA,NA,NA
2016-11-13,"alabama a&m","auburn","13",2016-11-19,"Sat","55","0",16,18,NA,NA,1,1
2016-11-13,"arizona","oregon state","13",2016-11-19,"Sat","42","17",NA,NA,NA,NA,NA,NA
2016-11-13,"arizona state","washington","13",2016-11-19,"Sat","44","18",7,7,NA,NA,1,1
2016-11-13,"austin peay","kentucky","13",2016-11-19,"Sat","49","13",NA,NA,NA,NA,NA,NA
2016-11-13,"ball state","toledo","13",2016-11-16,"Wed","37","19",NA,NA,NA,NA,NA,NA
2016-11-13,"baylor","kansas state","13",2016-11-19,"Sat","42","21",NA,NA,NA,NA,NA,NA
2016-11-13,"buffalo","western michigan","13",2016-11-19,"Sat","38","0",21,14,NA,NA,1,1
2016-11-13,"california","stanford","13",2016-11-19,"Sat","45","31",NA,NA,NA,NA,NA,NA
2016-11-13,"central florida","tulsa","13",2016-11-19,"Sat","35","20",NA,NA,NA,NA,NA,NA
2016-11-13,"charlotte","middle tennessee state","13",2016-11-19,"Sat","38","31",NA,NA,NA,NA,NA,NA
2016-11-13,"chattanooga","alabama","13",2016-11-19,"Sat","31","3",1,1,NA,NA,1,1
2016-11-13,"cincinnati","memphis","13",2016-11-18,"Fri","34","7",NA,NA,NA,NA,NA,NA
2016-11-13,"citadel","north carolina","13",2016-11-19,"Sat","41","7",24,NA,NA,NA,1,NA
2016-11-13,"connecticut","boston college","13",2016-11-19,"Sat","30","0",NA,NA,NA,NA,NA,NA
2016-11-13,"duke","pittsburgh","13",2016-11-19,"Sat","56","14",NA,NA,NA,NA,NA,NA
2016-11-13,"east carolina","navy","13",2016-11-19,"Sat","66","31",NA,NA,NA,NA,NA,NA
2016-11-13,"eastern michigan","northern illinois","13",2016-11-16,"Wed","31","24",NA,NA,NA,NA,NA,NA
2016-11-13,"florida atlantic","old dominion","13",2016-11-19,"Sat","42","24",NA,NA,NA,NA,NA,NA
2016-11-13,"fresno state","hawaii","13",2016-11-19,"Sat","14","13",NA,NA,NA,NA,NA,NA
2016-11-13,"georgia southern","georgia state","13",2016-11-19,"Sat","30","24",NA,NA,NA,NA,NA,NA
2016-11-13,"illinois","iowa","13",2016-11-19,"Sat","28","0",NA,NA,NA,NA,NA,NA
2016-11-13,"indiana","michigan","13",2016-11-19,"Sat","20","10",4,4,NA,NA,1,1
2016-11-13,"kent state","bowling green state","13",2016-11-15,"Tue","42","7",NA,NA,NA,NA,NA,NA
2016-11-13,"louisiana","georgia","13",2016-11-19,"Sat","35","21",NA,NA,NA,NA,NA,NA
2016-11-13,"louisiana state","florida","13",2016-11-19,"Sat","16","10",18,21,14,16,0,0
2016-11-13,"louisiana-monroe","appalachian state","13",2016-11-19,"Sat","42","17",NA,NA,NA,NA,NA,NA
2016-11-13,"louisville","houston","13",2016-11-17,"Thu","36","10",NA,NA,3,3,0,0
2016-11-13,"marshall","florida international","13",2016-11-19,"Sat","31","14",NA,NA,NA,NA,NA,NA
2016-11-13,"maryland","nebraska","13",2016-11-19,"Sat","28","7",17,19,NA,NA,1,1
2016-11-13,"massachusetts","brigham young","13",2016-11-19,"Sat","51","9",NA,NA,NA,NA,NA,NA
2016-11-13,"michigan state","ohio state","13",2016-11-19,"Sat","17","16",2,2,NA,NA,1,1
2016-11-13,"mississippi","vanderbilt","13",2016-11-19,"Sat","38","17",NA,NA,NA,NA,NA,NA
2016-11-13,"mississippi state","arkansas","13",2016-11-19,"Sat","58","42",NA,NA,NA,NA,NA,NA
2016-11-13,"missouri","tennessee","13",2016-11-19,"Sat","63","37",NA,NA,NA,NA,NA,NA
2016-11-13,"morgan state","army","13",2016-11-19,"Sat","60","3",NA,NA,NA,NA,NA,NA
2016-11-13,"nevada-las vegas","boise state","13",2016-11-18,"Fri","42","25",23,22,NA,NA,1,1
2016-11-13,"new mexico","colorado state","13",2016-11-19,"Sat","49","31",NA,NA,NA,NA,NA,NA
