"Rank","Team","Record","Points","PreviousPrev","year","poll","week"
1,"Ohio State (62)","2-0",1547,"1",2015,"Coaches","2015-09-13"
2,"Alabama (1)","2-0",1472,"2",2015,"Coaches","2015-09-13"
3,"TCU","2-0",1430,"3",2015,"Coaches","2015-09-13"
4,"Michigan State","2-0",1383,"6",2015,"Coaches","2015-09-13"
5,"Baylor","2-0",1324,"4",2015,"Coaches","2015-09-13"
6,"Florida State","2-0",1119,"8",2015,"Coaches","2015-09-13"
7,"USC","2-0",1116,"10",2015,"Coaches","2015-09-13"
8,"Georgia","2-0",1108,"9",2015,"Coaches","2015-09-13"
9,"Clemson","2-0",948,"12",2015,"Coaches","2015-09-13"
10,"Notre Dame","2-0",903,"11",2015,"Coaches","2015-09-13"
11,"Mississippi","2-0",851,"14",2015,"Coaches","2015-09-13"
12,"UCLA","2-0",850,"13",2015,"Coaches","2015-09-13"
13,"Oregon","1-1",847,"5",2015,"Coaches","2015-09-13"
14,"LSU","1-0",806,"15",2015,"Coaches","2015-09-13"
15,"Auburn","2-0",784,"7",2015,"Coaches","2015-09-13"
16,"Georgia Tech","2-0",731,"16",2015,"Coaches","2015-09-13"
17,"Oklahoma","2-0",664,"17",2015,"Coaches","2015-09-13"
18,"Texas A&M","2-0",590,"19",2015,"Coaches","2015-09-13"
19,"Arizona","2-0",423,"20",2015,"Coaches","2015-09-13"
20,"Missouri","2-0",320,"21",2015,"Coaches","2015-09-13"
21,"Utah","2-0",279,"25",2015,"Coaches","2015-09-13"
22,"BYU","2-0",204,"NR",2015,"Coaches","2015-09-13"
23,"Wisconsin","1-1",202,"24",2015,"Coaches","2015-09-13"
24,"Northwestern","2-0",95,"NR",2015,"Coaches","2015-09-13"
25,"Oklahoma State","2-0",71,"NR",2015,"Coaches","2015-09-13"
1,"Ohio State (61)","1-0",1525,"1",2015,"AP","2015-09-08"
2,"Alabama","1-0",1420,"3",2015,"AP","2015-09-08"
3,"TCU","1-0",1365,"2",2015,"AP","2015-09-08"
4,"Baylor","1-0",1252,"4",2015,"AP","2015-09-08"
5,"Michigan State","1-0",1198,"5",2015,"AP","2015-09-08"
6,"Auburn","1-0",1166,"6",2015,"AP","2015-09-08"
7,"Oregon","1-0",1081,"7",2015,"AP","2015-09-08"
8,"USC","1-0",1074,"8",2015,"AP","2015-09-08"
9,"Notre Dame","1-0",1061,"11",2015,"AP","2015-09-08"
10,"Georgia","1-0",981,"9",2015,"AP","2015-09-08"
11,"Florida State","1-0",942,"10",2015,"AP","2015-09-08"
12,"Clemson","1-0",862,"12",2015,"AP","2015-09-08"
13,"UCLA","1-0",833,"13",2015,"AP","2015-09-08"
14,"LSU","0-0",653,"14",2015,"AP","2015-09-08"
15,"Georgia Tech","1-0",636,"16",2015,"AP","2015-09-08"
16,"Texas A&M","1-0",629,"NR",2015,"AP","2015-09-08"
17,"Mississippi","1-0",600,"17",2015,"AP","2015-09-08"
18,"Arkansas","1-0",480,"18",2015,"AP","2015-09-08"
19,"Oklahoma","1-0",469,"19",2015,"AP","2015-09-08"
20,"Boise State","1-0",279,"23",2015,"AP","2015-09-08"
21,"Missouri","1-0",274,"24",2015,"AP","2015-09-08"
22,"Arizona","1-0",259,"22",2015,"AP","2015-09-08"
23,"Tennessee","1-0",169,"25",2015,"AP","2015-09-08"
24,"Utah","1-0",137,"NR",2015,"AP","2015-09-08"
25,"Mississippi State","1-0",104,"NR",2015,"AP","2015-09-08"
1,"Ohio State (63)","1-0",1599,"1",2015,"Coaches","2015-09-08"
2,"Alabama (1)","1-0",1485,"3",2015,"Coaches","2015-09-08"
3,"TCU","1-0",1464,"2",2015,"Coaches","2015-09-08"
4,"Baylor","1-0",1349,"4",2015,"Coaches","2015-09-08"
5,"Oregon","1-0",1279,"5",2015,"Coaches","2015-09-08"
6,"Michigan State","1-0",1252,"6",2015,"Coaches","2015-09-08"
7,"Auburn","1-0",1190,"7",2015,"Coaches","2015-09-08"
8,"Florida State","1-0",1090,"8",2015,"Coaches","2015-09-08"
9,"Georgia","1-0",1075,"9",2015,"Coaches","2015-09-08"
10,"USC","1-0",1035,"10",2015,"Coaches","2015-09-08"
11,"Notre Dame","1-0",994,"11",2015,"Coaches","2015-09-08"
12,"Clemson","1-0",870,"12",2015,"Coaches","2015-09-08"
13,"UCLA","1-0",801,"14",2015,"Coaches","2015-09-08"
14,"Mississippi","1-0",735,"15",2015,"Coaches","2015-09-08"
15,"LSU","0-0",734,"13",2015,"Coaches","2015-09-08"
16,"Georgia Tech","1-0",651,"17",2015,"Coaches","2015-09-08"
17,"Oklahoma","1-0",541,"19",2015,"Coaches","2015-09-08"
18,"Arkansas","1-0",485,"20",2015,"Coaches","2015-09-08"
19,"Texas A&M","1-0",418,"NR",2015,"Coaches","2015-09-08"
20,"Arizona","1-0",336,"22",2015,"Coaches","2015-09-08"
21,"Missouri","1-0",301,"23",2015,"Coaches","2015-09-08"
22,"Boise State","1-0",277,"24",2015,"Coaches","2015-09-08"
23,"Tennessee","1-0",212,"25",2015,"Coaches","2015-09-08"
24,"Wisconsin","0-1",108,"18",2015,"Coaches","2015-09-08"
25,"Utah","1-0",106,"NR",2015,"Coaches","2015-09-08"
1,"Ohio State (61)","0-0",1525,"NR",2015,"AP","2015-08-22"
2,"TCU","0-0",1428,"NR",2015,"AP","2015-08-22"
3,"Alabama","0-0",1322,"NR",2015,"AP","2015-08-22"
4,"Baylor","0-0",1263,"NR",2015,"AP","2015-08-22"
5,"Michigan State","0-0",1256,"NR",2015,"AP","2015-08-22"
6,"Auburn","0-0",1192,"NR",2015,"AP","2015-08-22"
7,"Oregon","0-0",1156,"NR",2015,"AP","2015-08-22"
8,"USC","0-0",1085,"NR",2015,"AP","2015-08-22"
9,"Georgia","0-0",991,"NR",2015,"AP","2015-08-22"
10,"Florida State","0-0",959,"NR",2015,"AP","2015-08-22"
11,"Notre Dame","0-0",873,"NR",2015,"AP","2015-08-22"
12,"Clemson","0-0",862,"NR",2015,"AP","2015-08-22"
13,"UCLA","0-0",698,"NR",2015,"AP","2015-08-22"
14,"LSU","0-0",675,"NR",2015,"AP","2015-08-22"
15,"Arizona State","0-0",605,"NR",2015,"AP","2015-08-22"
16,"Georgia Tech","0-0",588,"NR",2015,"AP","2015-08-22"
17,"Mississippi","0-0",563,"NR",2015,"AP","2015-08-22"
18,"Arkansas","0-0",410,"NR",2015,"AP","2015-08-22"
19,"Oklahoma","0-0",394,"NR",2015,"AP","2015-08-22"
20,"Wisconsin","0-0",393,"NR",2015,"AP","2015-08-22"
21,"Stanford","0-0",347,"NR",2015,"AP","2015-08-22"
22,"Arizona","0-0",311,"NR",2015,"AP","2015-08-22"
23,"Boise State","0-0",240,"NR",2015,"AP","2015-08-22"
24,"Missouri","0-0",219,"NR",2015,"AP","2015-08-22"
25,"Tennessee","0-0",114,"NR",2015,"AP","2015-08-22"
1,"Clemson (60)","14-1",1500,"3",2016,"AP","2017-01-10"
2,"Alabama","14-1",1440,"1",2016,"AP","2017-01-10"
3,"USC","10-3",1292,"9",2016,"AP","2017-01-10"
4,"Washington","12-2",1277,"4",2016,"AP","2017-01-10"
5,"Oklahoma","11-2",1252,"7",2016,"AP","2017-01-10"
6,"Ohio State","11-2",1240,"2",2016,"AP","2017-01-10"
7,"Penn State","11-3",1130,"5",2016,"AP","2017-01-10"
8,"Florida State","10-3",1105,"10",2016,"AP","2017-01-10"
9,"Wisconsin","11-3",1032,"8",2016,"AP","2017-01-10"
10,"Michigan","10-3",1001,"6",2016,"AP","2017-01-10"
11,"Oklahoma State","10-3",920,"13",2016,"AP","2017-01-10"
12,"Stanford","10-3",730,"16",2016,"AP","2017-01-10"
13,"LSU","8-4",651,"19",2016,"AP","2017-01-10"
14,"Florida","9-4",640,"20",2016,"AP","2017-01-10"
15,"Western Michigan","13-1",619,"12",2016,"AP","2017-01-10"
16,"Virginia Tech","10-4",610,"18",2016,"AP","2017-01-10"
17,"Colorado","10-4",585,"11",2016,"AP","2017-01-10"
18,"West Virginia","10-3",368,"14",2016,"AP","2017-01-10"
19,"South Florida","11-2",358,"25",2016,"AP","2017-01-10"
20,"Miami","9-4",338,"NR",2016,"AP","2017-01-10"
21,"Louisville","9-4",277,"15",2016,"AP","2017-01-10"
22,"Tennessee","9-4",253,"NR",2016,"AP","2017-01-10"
23,"Utah","9-4",222,"NR",2016,"AP","2017-01-10"
24,"Auburn","8-5",206,"17",2016,"AP","2017-01-10"
25,"San Diego State","11-3",113,"NR",2016,"AP","2017-01-10"
1,"Clemson (60)","14-1",1500,"3",2016,"Coaches","2017-01-10"
2,"Alabama","14-1",1440,"1",2016,"Coaches","2017-01-10"
3,"Oklahoma","11-2",1308,"7",2016,"Coaches","2017-01-10"
4,"Washington","12-2",1265,"4",2016,"Coaches","2017-01-10"
5,"USC","10-3",1263,"9",2016,"Coaches","2017-01-10"
6,"Ohio State","11-2",1186,"2",2016,"Coaches","2017-01-10"
7,"Penn State","11-3",1123,"5",2016,"Coaches","2017-01-10"
8,"Florida State","10-3",1102,"10",2016,"Coaches","2017-01-10"
9,"Wisconsin","11-3",1044,"8",2016,"Coaches","2017-01-10"
10,"Michigan","10-3",986,"6",2016,"Coaches","2017-01-10"
11,"Oklahoma State","10-3",922,"13",2016,"Coaches","2017-01-10"
12,"Stanford","10-3",791,"16",2016,"Coaches","2017-01-10"
13,"Florida","9-4",673,"18",2016,"Coaches","2017-01-10"
14,"LSU","8-4",641,"20",2016,"Coaches","2017-01-10"
15,"Colorado","10-4",634,"11",2016,"Coaches","2017-01-10"
16,"Virginia Tech","10-4",632,"19",2016,"Coaches","2017-01-10"
17,"West Virginia","10-3",522,"12",2016,"Coaches","2017-01-10"
18,"Western Michigan","13-1",449,"14",2016,"Coaches","2017-01-10"
19,"South Florida","11-2",362,"22",2016,"Coaches","2017-01-10"
20,"Louisville","9-4",338,"15",2016,"Coaches","2017-01-10"
21,"Utah","9-4",303,"23",2016,"Coaches","2017-01-10"
22,"Auburn","8-5",230,"17",2016,"Coaches","2017-01-10"
23,"Miami","9-4",229,"NR",2016,"Coaches","2017-01-10"
24,"Tennessee","9-4",211,"NR",2016,"Coaches","2017-01-10"
25,"San Diego State","11-3",102,"NR",2016,"Coaches","2017-01-10"
1,"Alabama (61)","13-0",1525,"1",2016,"AP","2016-12-04"
2,"Ohio State","11-1",1444,"2",2016,"AP","2016-12-04"
3,"Clemson","12-1",1396,"3",2016,"AP","2016-12-04"
4,"Washington","12-1",1329,"4",2016,"AP","2016-12-04"
5,"Penn State","11-2",1252,"8",2016,"AP","2016-12-04"
6,"Michigan","10-2",1249,"5",2016,"AP","2016-12-04"
7,"Oklahoma","10-2",1173,"7",2016,"AP","2016-12-04"
8,"Wisconsin","10-3",1054,"6",2016,"AP","2016-12-04"
9,"USC","9-3",1040,"10",2016,"AP","2016-12-04"
10,"Florida State","9-3",889,"12",2016,"AP","2016-12-04"
11,"Colorado","10-3",886,"9",2016,"AP","2016-12-04"
12,"Western Michigan","13-0",871,"13",2016,"AP","2016-12-04"
13,"Oklahoma State","9-3",800,"11",2016,"AP","2016-12-04"
14,"West Virginia","10-2",788,"14",2016,"AP","2016-12-04"
15,"Louisville","9-3",542,"16",2016,"AP","2016-12-04"
16,"Stanford","9-3",508,"17",2016,"AP","2016-12-04"
17,"Auburn","8-4",493,"18",2016,"AP","2016-12-04"
18,"Virginia Tech","9-4",372,"19",2016,"AP","2016-12-04"
19,"LSU","7-4",351,"21",2016,"AP","2016-12-04"
20,"Florida","8-4",331,"15",2016,"AP","2016-12-04"
21,"Iowa","8-4",272,"22",2016,"AP","2016-12-04"
22,"Pittsburgh","8-4",237,"24",2016,"AP","2016-12-04"
23,"Temple","10-3",229,"NR",2016,"AP","2016-12-04"
24,"Nebraska","9-3",196,"23",2016,"AP","2016-12-04"
25,"South Florida","10-2",173,"24",2016,"AP","2016-12-04"
1,"Alabama (58)","13-0",1450,"1",2016,"Coaches","2016-12-04"
2,"Ohio State","11-1",1354,"2",2016,"Coaches","2016-12-04"
3,"Clemson","12-1",1347,"3",2016,"Coaches","2016-12-04"
4,"Washington","12-1",1283,"4",2016,"Coaches","2016-12-04"
5,"Penn State","11-2",1186,"8",2016,"Coaches","2016-12-04"
6,"Michigan","10-2",1181,"6",2016,"Coaches","2016-12-04"
7,"Oklahoma","10-2",1128,"7",2016,"Coaches","2016-12-04"
8,"Wisconsin","10-3",992,"5",2016,"Coaches","2016-12-04"
9,"USC","9-3",981,"11",2016,"Coaches","2016-12-04"
10,"Florida State","9-3",898,"12",2016,"Coaches","2016-12-04"
11,"Colorado","10-3",828,"9",2016,"Coaches","2016-12-04"
12,"West Virginia","10-2",806,"13",2016,"Coaches","2016-12-04"
13,"Oklahoma State","9-3",754,"10",2016,"Coaches","2016-12-04"
14,"Western Michigan","13-0",635,"14",2016,"Coaches","2016-12-04"
15,"Louisville","9-3",631,"15",2016,"Coaches","2016-12-04"
16,"Stanford","9-3",542,"17",2016,"Coaches","2016-12-04"
17,"Auburn","8-4",504,"19",2016,"Coaches","2016-12-04"
18,"Florida","8-4",421,"16",2016,"Coaches","2016-12-04"
19,"Virginia Tech","9-4",374,"18",2016,"Coaches","2016-12-04"
20,"LSU","7-4",359,"21",2016,"Coaches","2016-12-04"
21,"Nebraska","9-3",241,"22",2016,"Coaches","2016-12-04"
22,"South Florida","10-2",197,"23",2016,"Coaches","2016-12-04"
23,"Utah","8-4",170,"24",2016,"Coaches","2016-12-04"
24,"Temple","10-3",126,"NR",2016,"Coaches","2016-12-04"
25,"Iowa","8-4",97,"25",2016,"Coaches","2016-12-04"
1,"Alabama (61)","12-0",1525,"1",2016,"AP","2016-11-27"
2,"Ohio State","11-1",1456,"2",2016,"AP","2016-11-27"
3,"Clemson","11-1",1383,"4",2016,"AP","2016-11-27"
4,"Washington","11-1",1298,"6",2016,"AP","2016-11-27"
5,"Michigan","10-2",1264,"3",2016,"AP","2016-11-27"
6,"Wisconsin","10-2",1237,"5",2016,"AP","2016-11-27"
7,"Oklahoma","9-2",1141,"7",2016,"AP","2016-11-27"
8,"Penn State","10-2",1118,"8",2016,"AP","2016-11-27"
9,"Colorado","10-2",1035,"9",2016,"AP","2016-11-27"
10,"USC","9-3",948,"12",2016,"AP","2016-11-27"
11,"Oklahoma State","9-2",931,"10",2016,"AP","2016-11-27"
12,"Florida State","9-3",847,"15",2016,"AP","2016-11-27"
13,"Western Michigan","12-0",807,"14",2016,"AP","2016-11-27"
14,"West Virginia","9-2",726,"19",2016,"AP","2016-11-27"
15,"Florida","8-3",471,"13",2016,"AP","2016-11-27"
16,"Louisville","9-3",468,"11",2016,"AP","2016-11-27"
17,"Stanford","9-3",452,"NR",2016,"AP","2016-11-27"
18,"Auburn","8-4",423,"16",2016,"AP","2016-11-27"
19,"Virginia Tech","9-3",420,"NR",2016,"AP","2016-11-27"
20,"Navy","9-2",387,"NR",2016,"AP","2016-11-27"
21,"LSU","7-4",338,"25",2016,"AP","2016-11-27"
22,"Iowa","8-4",217,"NR",2016,"AP","2016-11-27"
23,"Nebraska","9-3",181,"17",2016,"AP","2016-11-27"
24,"Pittsburgh","8-4",168,"NR",2016,"AP","2016-11-27"
24,"South Florida","10-2",168,"NR",2016,"AP","2016-11-27"
1,"Alabama (64)","12-0",1600,"1",2016,"Coaches","2016-11-27"
2,"Ohio State","11-1",1520,"2",2016,"Coaches","2016-11-27"
3,"Clemson","11-1",1475,"3",2016,"Coaches","2016-11-27"
4,"Washington","11-1",1388,"5",2016,"Coaches","2016-11-27"
5,"Wisconsin","10-2",1298,"6",2016,"Coaches","2016-11-27"
6,"Michigan","10-2",1265,"4",2016,"Coaches","2016-11-27"
7,"Oklahoma","9-2",1223,"7",2016,"Coaches","2016-11-27"
8,"Penn State","10-2",1156,"8",2016,"Coaches","2016-11-27"
9,"Colorado","10-2",1116,"9",2016,"Coaches","2016-11-27"
10,"Oklahoma State","9-2",1018,"10",2016,"Coaches","2016-11-27"
11,"USC","9-3",965,"12",2016,"Coaches","2016-11-27"
12,"Florida State","9-3",902,"14",2016,"Coaches","2016-11-27"
13,"West Virginia","9-2",814,"17",2016,"Coaches","2016-11-27"
14,"Western Michigan","12-0",659,"18",2016,"Coaches","2016-11-27"
15,"Louisville","9-3",554,"11",2016,"Coaches","2016-11-27"
16,"Florida","8-3",515,"13",2016,"Coaches","2016-11-27"
17,"Stanford","9-3",474,"NR",2016,"Coaches","2016-11-27"
18,"Virginia Tech","9-3",467,"NR",2016,"Coaches","2016-11-27"
19,"Auburn","8-4",442,"16",2016,"Coaches","2016-11-27"
20,"Navy","9-2",380,"NR",2016,"Coaches","2016-11-27"
21,"LSU","7-4",315,"NR",2016,"Coaches","2016-11-27"
22,"Nebraska","9-3",309,"15",2016,"Coaches","2016-11-27"
23,"South Florida","10-2",237,"NR",2016,"Coaches","2016-11-27"
24,"Utah","8-4",159,"20",2016,"Coaches","2016-11-27"
25,"Iowa","8-4",114,"NR",2016,"Coaches","2016-11-27"
1,"Alabama (61)","11-0",1525,"1",2016,"AP","2016-11-20"
2,"Ohio State","10-1",1455,"2",2016,"AP","2016-11-20"
3,"Michigan","10-1",1370,"4",2016,"AP","2016-11-20"
4,"Clemson","10-1",1347,"5",2016,"AP","2016-11-20"
5,"Wisconsin","9-2",1255,"6",2016,"AP","2016-11-20"
6,"Washington","10-1",1220,"7",2016,"AP","2016-11-20"
7,"Oklahoma","9-2",1169,"8",2016,"AP","2016-11-20"
8,"Penn State","9-2",1091,"9",2016,"AP","2016-11-20"
9,"Colorado","9-2",997,"12",2016,"AP","2016-11-20"
10,"Oklahoma State","9-2",868,"13",2016,"AP","2016-11-20"
11,"Louisville","9-2",830,"3",2016,"AP","2016-11-20"
12,"USC","8-3",811,"15",2016,"AP","2016-11-20"
13,"Florida","8-2",703,"21",2016,"AP","2016-11-20"
14,"Western Michigan","11-0",701,"14",2016,"AP","2016-11-20"
15,"Florida State","8-3",661,"17",2016,"AP","2016-11-20"
16,"Auburn","8-3",613,"18",2016,"AP","2016-11-20"
17,"Nebraska","9-2",593,"19",2016,"AP","2016-11-20"
18,"Houston","9-2",490,"NR",2016,"AP","2016-11-20"
19,"West Virginia","8-2",448,"10",2016,"AP","2016-11-20"
20,"Boise State","10-1",389,"22",2016,"AP","2016-11-20"
21,"Utah","8-3",280,"11",2016,"AP","2016-11-20"
22,"Texas A&M","8-3",253,"23",2016,"AP","2016-11-20"
23,"Washington State","8-3",186,"20",2016,"AP","2016-11-20"
24,"Tennessee","8-3",133,"NR",2016,"AP","2016-11-20"
25,"LSU","6-4",84,"16",2016,"AP","2016-11-20"
1,"Alabama (63)","11-0",1575,"1",2016,"Coaches","2016-11-20"
2,"Ohio State","10-1",1482,"2",2016,"Coaches","2016-11-20"
3,"Clemson","10-1",1420,"5",2016,"Coaches","2016-11-20"
4,"Michigan","10-1",1404,"4",2016,"Coaches","2016-11-20"
5,"Washington","10-1",1297,"7",2016,"Coaches","2016-11-20"
6,"Wisconsin","9-2",1279,"6",2016,"Coaches","2016-11-20"
7,"Oklahoma","9-2",1215,"8",2016,"Coaches","2016-11-20"
8,"Penn State","9-2",1077,"10",2016,"Coaches","2016-11-20"
9,"Colorado","9-2",1052,"12",2016,"Coaches","2016-11-20"
10,"Oklahoma State","9-2",947,"13",2016,"Coaches","2016-11-20"
11,"Louisville","9-2",864,"3",2016,"Coaches","2016-11-20"
12,"USC","8-3",774,"19",2016,"Coaches","2016-11-20"
13,"Florida","8-2",744,"18",2016,"Coaches","2016-11-20"
14,"Florida State","8-3",735,"15",2016,"Coaches","2016-11-20"
15,"Nebraska","9-2",719,"17",2016,"Coaches","2016-11-20"
16,"Auburn","8-3",663,"16",2016,"Coaches","2016-11-20"
17,"West Virginia","8-2",489,"9",2016,"Coaches","2016-11-20"
18,"Western Michigan","11-0",448,"21",2016,"Coaches","2016-11-20"
19,"Boise State","10-1",414,"23",2016,"Coaches","2016-11-20"
20,"Utah","8-3",374,"11",2016,"Coaches","2016-11-20"
21,"Houston","9-2",349,"NR",2016,"Coaches","2016-11-20"
22,"Texas A&M","8-3",315,"22",2016,"Coaches","2016-11-20"
23,"Washington State","8-3",132,"20",2016,"Coaches","2016-11-20"
24,"Tennessee","8-3",129,"NR",2016,"Coaches","2016-11-20"
25,"North Carolina","8-3",118,"24",2016,"Coaches","2016-11-20"
1,"Alabama (61)","10-0",1525,"1",2016,"AP","2016-11-13"
2,"Ohio State","9-1",1455,"6",2016,"AP","2016-11-13"
3,"Louisville","9-1",1357,"5",2016,"AP","2016-11-13"
4,"Michigan","9-1",1323,"2",2016,"AP","2016-11-13"
5,"Clemson","9-1",1304,"3",2016,"AP","2016-11-13"
6,"Wisconsin","8-2",1214,"7",2016,"AP","2016-11-13"
7,"Washington","9-1",1150,"4",2016,"AP","2016-11-13"
8,"Oklahoma","8-2",1064,"9",2016,"AP","2016-11-13"
9,"Penn State","8-2",961,"12",2016,"AP","2016-11-13"
10,"West Virginia","8-1",920,"11",2016,"AP","2016-11-13"
11,"Utah","8-2",807,"13",2016,"AP","2016-11-13"
12,"Colorado","8-2",797,"16",2016,"AP","2016-11-13"
13,"Oklahoma State","8-2",659,"17",2016,"AP","2016-11-13"
14,"Western Michigan","10-0",634,"14",2016,"AP","2016-11-13"
15,"USC","7-3",584,"NR",2016,"AP","2016-11-13"
16,"LSU","6-3",582,"19",2016,"AP","2016-11-13"
17,"Florida State","7-3",569,"20",2016,"AP","2016-11-13"
18,"Auburn","7-3",543,"8",2016,"AP","2016-11-13"
19,"Nebraska","8-2",504,"21",2016,"AP","2016-11-13"
20,"Washington State","8-2",501,"23",2016,"AP","2016-11-13"
21,"Florida","7-2",435,"22",2016,"AP","2016-11-13"
